EmpCode,ContractType,EmployeeType,Unit,WorkPlace,DateStart,DateEnd,,,,
B040550,001,101,B1210,B2351,2008-04-28,2015-06-01,,,,
B040560,002,201,B2110,B2431,2016-06-02,2016-09-30,,,,
B040590,002,201,B1120,B2321,2017-04-28,2018-01-10,,,,
B040610,002,201,B6211,B2322,2012-07-16,2012-09-30,,,,
B040630,002,201,B2220,B2449,2019-04-18,2019-05-31,,,,
B040640,002,201,B4220,B2432,2019-07-13,2019-12-20,,,,
B040670,002,201,B1210,B2331,2014-06-10,2014-10-27,,,,
B040740,002,201,B6211,B2322,2013-06-19,2013-10-25,,,,
B040741,002,201,B3220,B22061,2021-07-07,2021-07-14,,,,
B040760,002,201,B8211,B2351,2016-06-21,2016-11-21,,,,
B040780,002,201,B3220,B2322,2012-04-25,2013-02-28,,,,
B040790,002,201,B1220,B2322,2012-06-26,2012-09-30,,,,
B040800,002,201,B0430,B2513,2020-01-01,2020-02-02,,,,
B040810,002,201,B2360,B2323,2014-06-25,2014-07-31,,,,
B040820,013,201,B4210,10046,2022-07-01,2023-04-10,,,,
B040830,002,201,B1220,B2361,2017-06-07,2017-08-08,,,,
B040840,002,201,B1220,B2361,2017-06-20,2017-06-24,,,,
B040850,002,201,B1220,B28121,2021-07-01,2021-11-17,,,,
B040860,002,201,B2210,B2351,2018-05-23,2018-07-17,,,,
B040870,002,201,B1210,B2332,2017-06-27,2017-08-20,,,,
B040880,008,601,B3120,B2321,2017-07-18,2017-10-15,,,,
B040890,002,201,B2120,B2321,2017-07-25,2017-08-31,,,,
B040891,013,201,B2350,10037,2022-04-25,2023-01-04,,,,
B040892,013,201,B2350,10037,2023-05-17,2023-10-15,,,,
B040893,004,301,B6211,10013,2022-07-19,2022-09-20,,,,
B040900,002,201,B7110,B2344,2020-08-03,2020-10-13,,,,
B040910,002,201,B2210,B2351,2018-06-13,2018-09-07,,,,
B040920,002,201,B1232,B2332,2018-06-27,2018-08-31,,,,
B040930,002,201,B1220,B2363,2018-07-05,2018-08-31,,,,
B040950,013,201,B1220,10023,2022-06-08,2023-01-03,,,,
B040952,013,201,B1220,10013,2023-04-06,NULL,,,,
B050040,002,201,B4210,B2411,2018-05-01,2018-09-26,,,,
B050050,001,101,B3360,B2426,1985-04-22,2017-01-14,,,,
B050060,002,201,B1210,B2351,2014-04-07,2015-02-09,,,,
B050090,001,101,B3220,10031,2022-05-01,NULL,,,,
B050100,002,201,B6211,B2411,2020-07-06,2020-10-08,,,,
B050101,013,201,B2220,10031,2023-04-12,NULL,,,,
B050102,002,201,B2110,B23640,2020-07-15,2020-09-18,,,,
B050110,002,201,B2210,B2331,2017-05-19,2017-05-26,,,,
B050120,002,201,B2220,B2327,2018-04-24,2018-12-24,,,,
B050130,013,201,B1120,10015,2023-04-17,NULL,,,,
B050131,004,301,B3210,B2412,2021-08-01,2021-08-31,,,,
B050132,013,201,B8211,10019,2022-07-05,2022-10-21,,,,
B050133,013,201,B1360,10011,2022-06-04,2023-02-02,,,,
B050134,004,301,B3120,10015,2022-07-02,2022-08-20,,,,
B050140,002,201,B2120,B2318,2018-04-26,2019-01-30,,,,
B050150,002,201,B2220,B2361,2018-04-24,2018-10-04,,,,
B050160,002,201,B3360,B2345,2018-05-08,2018-06-02,,,,
B050170,002,201,B3220,B2436,2018-06-27,2018-07-27,,,,
B050190,013,201,B7120,10015,2023-04-13,NULL,,,,
B050191,013,201,B7110,10083,2023-04-26,NULL,,,,
B060010,002,201,B1350,B2321,2014-08-01,2014-09-19,,,,
B060020,001,101,B1210,B2351,1975-01-01,2007-02-28,,,,
B060021,001,101,,,1978-01-01,2001-06-30,,,,
B060030,001,101,B6211,B27211,2005-04-01,2012-03-14,,,,
B060040,001,101,B0700,B2812,2020-01-01,2021-09-30,,,,
B060043,008,601,B1220,,2019-10-02,2019-10-31,,,,
B060050,002,201,B1350,B2516,2014-07-23,2014-09-04,,,,
B060060,001,101,B1280,10050,2020-01-01,NULL,,,,
B060072,002,201,B1220,B23350,2021-05-31,2021-06-14,,,,
B060080,001,101,B2410,B3025,2020-01-01,2021-12-31,,,,
B060085,002,201,B1220,B2453,2019-06-20,2019-08-07,,,,
B060090,004,301,B3220,B2322,2016-07-08,2016-07-10,,,,
B060100,013,201,B2120,10015,2022-04-19,2022-12-30,,,,
B060102,013,201,B2340,10006,2022-05-19,2022-07-07,,,,
B060520,013,201,B6211,10034,2023-04-24,NULL,,,,
B060521,013,201,B6221,10047,2022-04-25,2023-02-14,,,,
B060522,002,201,B6211,B2223,2021-07-08,2021-08-06,,,,
B060530,001,101,B1210,10050,2020-01-01,2023-04-30,,,,
B060531,001,101,,,1976-02-01,1983-02-28,,,,
B060532,001,101,B1210,10138,2021-05-01,2022-06-15,,,,
B060560,002,201,B2211,B2432,2017-05-05,2017-05-13,,,,
B060570,013,201,B1210,10021,2023-04-05,NULL,,,,
B060620,002,201,B2210,B2332,2017-04-01,2017-04-30,,,,
B060640,002,201,B2220,B2361,2014-05-26,2014-10-12,,,,
B060660,002,201,B1350,B2321,2015-06-01,2015-12-31,,,,
B060670,002,201,B3220,B2432,2020-01-01,2020-03-04,,,,
B060671,001,101,,,1966-06-01,1983-05-15,,,,
B060672,001,101,,,1990-05-08,2004-08-31,,,,
B060673,001,101,,,1975-01-01,1996-02-25,,,,
B060674,001,101,,,1975-01-01,1998-04-30,,,,
B060675,001,101,,,1993-11-01,1994-03-31,,,,
B060679,013,201,B1220,10031,2023-04-06,NULL,,,,
B060680,013,201,B4120,10007,2022-06-25,2022-06-28,,,,
B060690,002,201,B2120,B2320,2020-06-25,2020-07-05,,,,
B060710,002,201,B3120,B2320,2020-01-01,2020-01-14,,,,
B060720,013,201,B1120,10015,2023-04-17,NULL,,,,
B060730,002,201,B2120,B2321,2013-06-10,2013-09-06,,,,
B060740,002,201,B3220,B2439,2019-04-23,2019-07-02,,,,
B060750,002,201,B2110,B2323,2015-07-01,2015-09-22,,,,
B060760,002,201,B1220,B28121,2020-07-11,2020-10-15,,,,
B060770,001,101,T2110,10039,2020-01-01,NULL,,,,
B060780,002,201,B2120,B2321,2016-04-30,2016-11-30,,,,
B060790,002,201,B1350,B2431,2016-05-03,2016-11-30,,,,
B060800,002,201,B3210,B2351,2019-05-15,2019-12-02,,,,
B060810,013,201,B1120,10015,2022-05-06,2023-01-24,,,,
B060811,013,201,B1110,10027,2022-06-07,2022-06-27,,,,
B060820,013,201,B7110,10083,2023-04-13,NULL,,,,
B060821,002,201,B6211,B2322,1986-06-18,1986-08-10,,,,
B060830,002,201,B6211,B28126,2021-06-17,2022-02-10,,,,
B060840,002,201,B8211,B2411,2020-07-09,2020-10-05,,,,
B060850,004,301,B1210,10050,2022-07-19,2022-09-20,,,,
B060851,002,201,B1210,B21051,2021-09-01,2021-09-10,,,,
B060860,002,201,B3210,B2414,2018-06-27,2018-08-19,,,,
B060870,002,201,B6211,B2332,2018-06-30,2018-10-04,,,,
B060880,002,201,B2210,B2332,2018-06-30,2018-09-01,,,,
B070010,002,201,B2120,B2320,2020-01-01,2020-01-09,,,,
B070020,001,101,BRL,B,1975-01-01,2005-04-30,,,,
B070050,002,201,B8211,B2432,2012-06-16,2012-09-30,,,,
B070060,002,201,B1210,B2332,2017-04-01,2017-12-19,,,,
B070062,013,201,B4210,10040,2022-06-21,2022-09-26,,,,
B080020,001,101,B3210,B2223,2020-01-01,2020-09-30,,,,
B080030,001,101,B4220,10047,2020-01-01,2023-02-28,,,,
B080031,002,201,B1350,B13071,2020-06-30,2020-08-06,,,,
B080032,013,201,B2340,10006,2022-06-14,2022-11-10,,,,
B080060,006,401,B1350,B2716,2017-07-10,2017-08-10,,,,
B090040,013,201,B2220,10023,2022-06-09,2022-11-29,,,,
B090050,002,201,B6211,B28121,2021-06-12,2022-02-14,,,,
B090060,013,201,B3270,10021,2023-04-24,NULL,,,,
B090070,008,601,B3210,B2332,2017-07-10,2017-09-30,,,,
B090071,013,201,B4120,10007,2022-05-10,2022-05-23,,,,
B100050,001,101,B2220,B2432,2006-05-13,2007-08-31,,,,
B100491,002,201,B2220,B2432,2020-01-01,2020-02-12,,,,
B100492,013,201,B2280,10050,2023-04-17,2023-04-20,,,,
B100493,013,201,B1220,10023,2023-04-17,2023-10-31,,,,
B100494,013,201,B1350,10037,2023-04-18,2023-09-30,,,,
B100495,013,201,B2211,10047,2023-04-20,NULL,,,,
B100496,013,201,B2350,10028,2023-04-22,NULL,,,,
B100497,013,201,B1220,10013,2023-04-20,NULL,,,,
B100498,013,201,B2211,10040,2023-04-24,NULL,,,,
B100499,013,201,B3220,10031,2023-04-24,NULL,,,,
B100501,013,201,B3110,10027,2023-04-26,2023-10-28,,,,
B100502,013,201,B2110,10017,2023-04-27,2023-10-15,,,,
B100503,013,201,B2220,10023,2023-04-26,NULL,,,,
B100504,013,201,B7110,10083,2023-04-26,2023-09-30,,,,
B100505,013,201,B3210,10050,2023-04-28,2023-09-30,,,,
B100506,004,301,B8211,10050,2023-05-01,NULL,,,,
B100507,013,201,B1120,10009,2023-05-02,NULL,,,,
B100508,013,201,B2220,10031,2023-05-01,2023-05-07,,,,
B100509,002,201,B4220,10047,2023-05-01,2024-04-30,,,,
B100510,002,201,B0430,B2513,2017-05-23,2017-12-29,,,,
B100511,002,201,B1231,B21060,2021-05-01,2021-07-13,,,,
B100512,013,201,B3120,10015,2023-05-05,2023-10-28,,,,
B100513,013,201,B2220,10047,2023-05-01,2023-05-07,,,,
B100514,001,101,B4410,10138,2023-05-01,NULL,,,,
B100515,013,201,B1120,10015,2023-05-03,2023-09-30,,,,
B100516,013,201,B2210,10050,2023-05-03,NULL,,,,
B100517,013,201,B4220,10047,2023-05-03,2023-10-31,,,,
B100518,013,201,B2230,10034,2023-05-03,2023-10-31,,,,
B100519,013,201,B1210,10010,2023-05-03,2023-10-31,,,,
B100520,002,201,B3120,B2320,2020-01-01,2020-02-27,,,,
B100521,013,201,B1220,10047,2023-05-03,NULL,,,,
B100522,013,201,B2120,10015,2023-05-05,2023-10-31,,,,
B100523,013,201,B1120,10015,2023-05-05,2023-10-31,,,,
B100524,013,201,B3120,10015,2023-05-05,2023-10-31,,,,
B100525,013,201,B1232,10050,2023-05-06,2023-09-30,,,,
B100526,013,201,B4120,10015,2023-05-08,2023-10-31,,,,
B100527,013,201,B2110,10027,2023-05-09,2023-10-07,,,,
B100528,013,201,B2110,10027,2023-05-10,NULL,,,,
B100529,013,201,B2120,10009,2023-05-09,2023-10-07,,,,
B100530,002,201,B1120,B2321,2016-08-13,2016-11-22,,,,
B100531,013,201,B2220,10003,2023-05-09,2023-10-31,,,,
B100532,013,201,B1120,10015,2023-05-09,NULL,,,,
B100533,013,201,B1220,10003,2023-05-09,NULL,,,,
B100534,013,201,B2120,10015,2023-05-11,2023-05-19,,,,
B100535,013,201,B2120,10015,2023-05-12,2023-10-07,,,,
B100536,013,201,B2210,10021,2023-05-15,NULL,,,,
B100537,013,201,B2210,10021,2023-05-15,2023-10-15,,,,
B100538,013,201,B1350,10037,2023-05-16,2023-06-05,,,,
B100539,013,201,B2350,10037,2023-05-18,2023-10-31,,,,
B100540,002,201,B8211,B2331,2012-06-27,2012-09-30,,,,
B100541,001,101,,,1975-01-01,1996-01-30,,,,
B100542,001,101,,,1975-01-01,2004-08-31,,,,
B100543,001,101,,,1974-04-01,1991-08-31,,,,
B100544,001,,,,1975-02-01,1995-08-31,,,,
B100545,001,101,,,1981-05-01,1991-05-31,,,,
B100546,013,201,B1220,10031,2023-05-17,2023-10-31,,,,
B100547,013,201,B1220,10003,2023-05-17,NULL,,,,
B100548,013,201,B3220,10031,2023-05-18,NULL,,,,
B100549,013,201,B2232,10034,2023-05-19,NULL,,,,
B100550,002,201,B3110,B001063,2012-07-19,2012-08-31,,,,
B100551,004,301,B2350,10007,2023-05-20,2023-05-26,,,,
B100552,013,201,B1120,10015,2023-05-23,2023-09-30,,,,
B100553,013,201,B3220,10013,2023-05-22,2023-10-31,,,,
B100554,013,201,B2120,10015,2023-05-22,NULL,,,,
B100555,013,201,B4120,10015,2023-05-22,2023-10-31,,,,
B100556,013,201,B1120,10015,2023-05-23,NULL,,,,
B100557,013,201,B2360,10051,2023-05-23,NULL,,,,
B100558,013,201,B3220,10003,2023-05-25,2023-10-31,,,,
B100559,013,201,B7110,10083,2023-05-26,NULL,,,,
B100560,013,201,B2120,10007,2023-04-12,NULL,,,,
B100561,013,201,B6211,10015,2022-04-26,2022-11-16,,,,
B100562,013,201,B2340,10005,2023-05-29,NULL,,,,
B100563,013,201,B2210,10021,2023-05-29,NULL,,,,
B100564,013,201,B3210,10010,2023-05-29,NULL,,,,
B100565,013,201,B2360,10081,2023-06-01,NULL,,,,
B100570,002,201,B4220,B2333,2015-05-23,2015-12-31,,,,
B100580,002,201,B1210,B2322,2015-06-10,2015-11-16,,,,
B100590,002,201,BRL,B2333,2017-04-01,2017-04-30,,,,
B110020,003,101,B4410,B2916,2002-04-17,2013-12-05,,,,
B110021,001,101,,,1975-01-01,1996-12-12,,,,
B110022,001,101,,,1974-04-01,1991-03-31,,,,
B110030,001,101,B3210,10050,2020-01-01,NULL,,,,
B110050,001,101,B0450,B2931,2020-01-01,2021-05-31,,,,
B110051,002,201,B2210,B21053,2020-07-21,2020-09-06,,,,
B110060,002,201,B6211,B2351,2017-07-04,2017-11-08,,,,
B110070,013,201,B2220,10031,2023-04-17,2023-10-15,,,,
B110071,002,201,B2210,B21051,2021-07-03,2021-07-09,,,,
B110072,002,201,B2210,B2223,2021-07-01,2022-01-11,,,,
B110073,013,201,B4120,10015,2022-05-10,2022-12-20,,,,
B110074,013,201,B4120,10015,2022-05-10,2022-12-12,,,,
B110075,013,201,B2120,10009,2023-05-20,NULL,,,,
B110076,013,201,B3120,10015,2022-05-25,2022-10-15,,,,
B110077,013,201,B2230,10050,2022-05-27,2022-05-30,,,,
B110079,013,201,B4110,10017,2022-07-02,2022-08-31,,,,
B110080,013,201,B1210,10050,2023-04-17,2023-09-30,,,,
B110090,001,101,B1220,B2411,2008-04-16,2012-08-31,,,,
B110110,002,201,B4210,B2411,2018-06-01,2018-09-06,,,,
B110155,002,201,B2230,B2223,2020-07-22,2020-10-16,,,,
B110160,001,101,B2211,10047,2020-01-01,NULL,,,,
B110170,002,201,B1120,B2321,2016-06-24,2016-12-09,,,,
B110171,002,201,,,1986-07-01,1986-10-31,,,,
B110172,002,201,B1210,B21051,2021-07-01,2021-10-15,,,,
B110180,008,601,B1210,B2351,2016-08-01,2016-09-10,,,,
B110510,002,201,B0460,B0407,2019-04-15,2019-10-02,,,,
B110530,002,201,B2220,B2361,2018-05-01,2018-12-10,,,,
B110540,002,201,B6211,B2361,2017-05-19,2017-08-15,,,,
B110550,002,201,B1220,B2322,2014-04-28,2014-12-31,,,,
B110556,013,201,B2360,10051,2022-06-30,2022-09-01,,,,
B110557,004,301,B1350,10007,2022-07-12,2022-08-31,,,,
B110560,002,201,B1210,B2431,2016-06-02,2016-06-10,,,,
B110710,002,101,B1210,B2411,2010-05-12,2011-03-31,,,,
B110730,008,601,B8211,B2411,2019-06-20,2019-09-30,,,,
B110770,001,101,B1232,10050,2020-01-01,NULL,,,,
B110790,002,201,B2110,B2315,2018-06-06,2018-12-09,,,,
B110820,002,201,B8211,B2332,2012-07-05,2012-09-30,,,,
B110824,002,201,B2110,B2429,2020-01-01,2020-01-07,,,,
B110830,002,201,B1220,B2322,2013-06-30,2013-10-22,,,,
B110840,002,201,B2211,B2331,2015-06-03,2015-10-09,,,,
B110850,002,201,B1210,B2351,2016-06-04,2016-06-11,,,,
B110860,002,201,B2350,B2716,2017-04-28,2017-11-08,,,,
B110870,001,101,B2350,B1304,2018-04-26,2019-02-28,,,,
B110875,001,101,B0700,B2815,2020-01-01,2022-04-30,,,,
B110876,002,201,B3360,B130570,2021-07-13,2021-09-03,,,,
B110880,001,101,B2220,10043,2020-01-01,NULL,,,,
B110885,002,201,B2360,B13053,2021-05-31,2021-09-16,,,,
B110890,001,101,B2220,10043,2020-01-01,NULL,,,,
B110900,002,201,B6211,B2411,2018-05-11,2018-07-30,,,,
B110910,002,201,BP1410,B2615,2017-06-07,2017-12-11,,,,
B110920,006,401,B1120,B2321,2017-07-05,2017-08-05,,,,
B110924,013,201,B1120,10015,2023-03-27,NULL,,,,
B110925,006,401,B2340,10006,2022-07-01,2022-09-18,,,,
B110926,013,201,B1210,10050,2022-06-29,2022-09-14,,,,
B110930,006,401,B1120,B2321,2017-07-05,2017-08-05,,,,
B110940,002,201,B2210,B2411,2018-06-02,2018-07-17,,,,
B110941,002,201,,,1986-06-18,1986-09-07,,,,
B110950,002,201,B2120,B2321,2017-07-25,2017-09-08,,,,
B110960,002,201,B2220,B2333,2020-07-14,2020-09-11,,,,
B110970,001,101,B8211,10050,2022-05-02,2023-02-15,,,,
B110972,002,201,B3120,B2320,2021-07-15,2021-09-15,,,,
B110980,002,201,B3220,B2361,2018-06-28,2019-01-09,,,,
B110990,001,101,B6211,10040,2022-05-01,NULL,,,,
B110992,013,201,B3210,10050,2022-06-08,2022-08-14,,,,
B110993,013,201,B4120,10015,2022-07-05,2022-07-08,,,,
B110996,002,201,B2230,10034,2023-04-12,2024-04-11,,,,
B110997,013,201,B2350,10037,2022-04-25,2023-01-12,,,,
B110998,002,201,B1360,B130570,2021-07-30,2021-09-16,,,,
B111000,002,201,B2210,B2332,2020-07-28,2020-08-31,,,,
B111010,002,201,B1220,B2432,2021-05-31,2021-10-10,,,,
B111030,013,201,B3220,10013,2022-06-20,2022-10-10,,,,
B120010,002,201,B2210,B2332,2017-04-01,2017-04-30,,,,
B120015,001,101,B3700,B2213,2020-01-01,2021-12-31,,,,
B120017,002,201,B6211,B2107,2021-06-18,2021-09-17,,,,
B120018,004,301,B2360,10051,2022-07-18,2022-09-24,,,,
B120019,002,201,B1210,B2223,2021-08-19,2021-09-09,,,,
B120020,001,101,B1110,10146,2020-01-01,NULL,,,,
B120023,013,201,B1360,10051,2022-05-26,2022-11-23,,,,
B120050,002,201,B1220,B2361,2013-06-11,2013-07-31,,,,
B120060,002,201,B1210,B2411,2017-05-01,2017-05-31,,,,
B130010,002,201,B3210,B2332,2016-06-28,2016-08-13,,,,
B130020,001,101,BRL,B2361,1985-04-22,2012-03-31,,,,
B130021,002,201,B6211,B2322,1986-07-09,1986-07-09,,,,
B130022,013,201,B1220,10031,2023-04-04,NULL,,,,
B130023,002,201,B1360,B2234,2020-07-14,2020-10-05,,,,
B130024,002,201,B6211,B2223,2021-07-08,2021-10-13,,,,
B130025,013,201,B2210,10050,2022-07-19,2022-10-15,,,,
B130027,004,301,B1350,B13050,2020-07-16,2020-07-31,,,,
B130030,001,101,B1110,10039,2020-01-01,NULL,,,,
B130040,001,101,B4110,10027,2020-01-01,NULL,,,,
B130050,001,101,B4210,B2351,1985-05-01,2008-04-29,,,,
B130060,001,101,B0430,B2515,2020-01-01,2020-06-30,,,,
B130070,001,101,BRL,B,1987-04-10,2005-10-31,,,,
B130090,001,101,B3293,10020,2020-01-01,NULL,,,,
B130100,013,201,B2120,10015,2022-04-19,2022-12-16,,,,
B130510,001,101,B3220,10048,2020-01-01,NULL,,,,
B130520,001,101,B2220,10049,2020-01-01,NULL,,,,
B130521,001,101,,,1978-01-01,1994-03-29,,,,
B130522,001,101,,,2000-06-01,2001-04-01,,,,
B130523,001,101,,,1969-09-01,1998-05-31,,,,
B130524,013,201,B2210,10050,2022-06-24,2022-11-22,,,,
B130530,001,101,B3220,10031,2020-01-01,NULL,,,,
B130531,001,101,,B2333,1993-09-27,1995-07-05,,,,
B130539,013,201,B1360,10051,2022-06-08,2022-07-22,,,,
B130540,002,201,B2210,B2221,2015-07-03,2015-09-04,,,,
B130570,002,201,B2210,B2223,2020-06-27,2020-10-28,,,,
B130580,002,201,B4220,B2333,2012-07-01,2014-12-31,,,,
B130590,002,201,B2110,B2431,2016-06-08,2016-10-05,,,,
B130600,002,201,B4110,B2323,2015-05-26,2015-09-14,,,,
B130610,002,201,B1350,B2716,2017-04-04,2017-08-09,,,,
B130620,008,601,B1120,B2321,2017-09-01,2017-09-10,,,,
B130630,002,201,B6211,B2411,2020-07-01,2020-10-22,,,,
B130650,001,101,B2210,10046,2020-01-01,NULL,,,,
B130653,013,201,B1360,10051,2022-06-12,2022-09-30,,,,
B130655,002,201,B1210,10021,2022-08-23,2022-09-30,,,,
B130659,001,101,B4220,10123,2023-01-01,NULL,,,,
B130700,002,201,B2210,B2331,2012-05-25,2012-09-11,,,,
B130710,004,301,B6211,B2411,2016-07-25,2016-08-31,,,,
B130720,001,101,B2700,10025,2020-01-01,NULL,,,,
B130730,002,201,B3210,B2414,2018-06-23,2018-09-30,,,,
B130740,002,201,B1210,B2332,2018-07-01,2018-07-31,,,,
B130750,002,201,B1210,B2332,2020-07-22,2020-09-29,,,,
B140020,001,101,B0470,B2841,1984-04-02,2015-04-20,,,,
B140021,001,101,,,1995-01-23,1999-09-30,,,,
B140030,001,101,B3230,10034,2020-01-01,NULL,,,,
B140040,001,101,B2210,B2411,1983-05-15,2010-12-28,,,,
B140060,001,101,B3210,10147,2020-01-01,2023-04-13,,,,
B140070,001,101,B1120,B2321,2003-04-09,2007-12-28,,,,
B140080,001,101,B2110,10039,2020-01-01,NULL,,,,
B140090,001,101,B0470,10083,2020-01-01,NULL,,,,
B140100,001,101,B2210,10050,2020-01-01,NULL,,,,
B140110,001,101,B7120,B23181 ,2020-01-01,2021-04-22,,,,
B140130,001,101,B1210,B2223,2020-01-01,2021-08-31,,,,
B140140,002,201,B3110,B2431,2017-04-21,2018-03-12,,,,
B140147,002,201,B2211,B2452,2019-06-13,2019-09-30,,,,
B140150,001,101,B8211,10153,2021-06-01,NULL,,,,
B140151,001,101,B4220,B2330,1980-02-06,1991-07-31,,,,
B140152,001,101,,B2211,1975-01-01,1992-08-31,,,,
B140153,001,101,,B2235,1966-05-01,1992-06-30,,,,
B140154,001,101,,B2233,1987-04-10,1996-12-17,,,,
B140155,002,201,B2210,B2221,1986-07-09,1986-08-31,,,,
B140156,001,101,,,1974-04-01,1981-06-06,,,,
B140157,001,101,,,1981-04-23,2002-12-27,,,,
B140160,002,201,B1120,B2321,2015-04-04,2016-01-15,,,,
B140170,001,101,BRL9000,B2341,1977-04-01,2007-12-29,,,,
B140190,001,101,B0410,B2521,1999-06-01,2007-01-31,,,,
B140216,004,301,B1210,B2223,2020-08-05,2020-08-30,,,,
B140220,002,201,B1120,B2321,2015-04-04,2015-12-03,,,,
B140221,002,201,B2700,B2762,2021-07-06,2021-12-16,,,,
B140230,001,101,B2410,10073,2020-01-01,NULL,,,,
B140250,013,201,B3120,10015,2023-04-17,NULL,,,,
B140253,002,201,B2220,B28121,2020-07-02,2020-07-12,,,,
B140285,013,201,B1220,10023,2023-04-10,2023-10-31,,,,
B140540,001,101,B2210,10050,2020-01-01,NULL,,,,
B140550,001,101,B1210,B2223,2007-05-01,2019-04-30,,,,
B140551,001,101,,B2233,1984-04-24,1996-12-11,,,,
B140590,002,201,B3120,B2232,2020-08-08,2020-09-07,,,,
B140591,013,201,B1360,10011,2023-04-15,NULL,,,,
B140596,013,201,B8211,10021,2022-07-02,2022-08-31,,,,
B140610,001,101,B2110,10039,2020-01-01,2023-05-10,,,,
B140611,002,101,,,1973-05-01,2003-12-31,,,,
B140612,001,101,,,1990-05-14,1996-06-30,,,,
B140620,013,201,B3120,10007,2023-04-22,2023-10-28,,,,
B140650,002,201,B3120,B2320,2021-06-29,2021-11-29,,,,
B140670,002,201,B2120,B2318,2018-04-26,2019-01-14,,,,
B140680,002,201,B1220,B2322,2015-04-28,2015-07-31,,,,
B140690,002,201,B1120,B2321,2016-04-18,2016-12-27,,,,
B140699,001,101,,,1983-05-01,1996-12-12,,,,
B140700,001,101,B3220,B2432,2009-04-22,2014-08-18,,,,
B140720,002,201,B2210,B2331,2016-06-16,2016-10-12,,,,
B140730,001,101,B1220,B3018,2020-01-01,2022-05-13,,,,
B140770,001,101,B2211,B2411,2009-05-01,2018-05-03,,,,
B140780,002,201,B1350,B2716,2018-05-05,2018-10-31,,,,
B140901,002,201,B2210,B2412,2019-04-16,2019-10-31,,,,
B140902,013,201,B2360,10051,2022-05-09,2022-12-13,,,,
B140903,002,201,B1360,B2234,2019-07-20,2019-09-20,,,,
B140930,001,101,B2210,B2351,2010-05-01,2016-04-15,,,,
B140940,002,201,B3120,B2233,2014-07-25,2014-07-25,,,,
B140941,001,101,,,1975-01-01,1993-10-31,,,,
B140980,002,201,B1210,B2411,2014-07-01,2014-11-14,,,,
B141030,002,201,B4220,B2441,2018-05-14,2018-11-27,,,,
B141050,002,201,B1220,B2322,2012-05-12,2012-11-14,,,,
B141060,002,201,B1350,B2431,2012-06-05,2012-09-30,,,,
B141070,002,201,B1350,B2517,2012-07-01,2012-08-31,,,,
B141071,001,101,,,1974-04-01,1988-02-04,,,,
B141152,001,101,,,1983-05-15,1991-12-15,,,,
B141180,002,201,B2220,B2432,2013-06-17,2013-09-06,,,,
B141190,002,201,B3210,B2332,2016-09-21,2016-11-14,,,,
B141200,002,201,B2210,B2221,2014-06-20,2014-09-22,,,,
B141201,002,201,,,1986-06-26,1986-08-11,,,,
B141210,001,101,B2230,10034,2020-01-01,2023-02-06,,,,
B141212,002,201,B2210,B21051,2020-07-09,2020-09-28,,,,
B141220,002,201,B2120,B2321,2015-05-13,2015-05-31,,,,
B141230,001,101,B1210,B2223,2020-01-01,2020-01-31,,,,
B141231,013,201,B1120,10015,2022-05-06,2023-02-06,,,,
B141240,013,201,B1210,10050,2023-04-04,NULL,,,,
B141241,002,201,B1120,B2320,2021-06-21,2021-12-08,,,,
B141248,004,301,B1210,10050,2022-07-01,2022-09-23,,,,
B141250,002,201,B6211,B2412,2021-07-08,2021-10-07,,,,
B141260,002,201,B1700,10025,2023-05-15,2024-05-14,,,,
B141270,002,201,B1210,B2332,2017-06-27,2017-08-31,,,,
B141280,002,201,B1220,B2432,2018-07-20,2018-12-20,,,,
B141290,002,201,B2210,B2413,2020-01-01,2020-01-13,,,,
B141300,002,201,B2120,B2321,2017-07-11,2017-07-26,,,,
B141310,004,301,B2120,B2321,2017-07-10,2017-07-14,,,,
B141320,002,201,B1120,B2321,2017-07-28,2017-11-29,,,,
B141330,013,201,B2210,10040,2023-04-12,NULL,,,,
B141340,004,301,B2120,B2321,2017-08-01,2017-09-16,,,,
B141350,004,301,B2110,B2431,2018-07-07,2018-07-31,,,,
B141351,001,101,,,1993-12-27,1995-04-30,,,,
B141360,002,201,B2210,B2413,2020-01-01,2020-02-14,,,,
B141370,013,201,B1232,10019,2022-07-01,2022-09-15,,,,
B141371,004,301,B1232,10019,2022-07-01,2022-09-15,,,,
B141372,013,201,B1231,10034,2022-06-20,2022-11-11,,,,
B141375,004,301,B3210,10050,2022-07-11,2022-09-11,,,,
B141376,013,201,B2232,10050,2022-07-12,2022-09-15,,,,
B141380,002,201,B1220,B2361,2019-06-19,2019-08-25,,,,
B141390,002,201,B1220,B2432,2021-06-16,2021-11-03,,,,
B141391,013,201,B2210,10050,2023-04-17,2023-10-31,,,,
B141392,013,201,B1350,10037,2023-04-19,2023-09-30,,,,
B141393,013,201,B4110,10039,2022-05-05,2022-12-19,,,,
B141401,001,101,B1410,10063,2021-05-01,NULL,,,,
B150020,001,101,BRL,B2361,1987-04-27,2005-12-31,,,,
B150030,001,101,B1360,10078,2020-01-01,NULL,,,,
B150031,001,101,,B2335,1975-01-01,1996-12-11,,,,
B150032,001,101,,B1104,1977-04-01,1987-12-06,,,,
B150040,001,101,B0410,B2432,1987-05-01,2013-12-31,,,,
B150050,001,101,B2210,B2733,1981-04-25,2017-12-31,,,,
B150060,001,101,B4110,B2912,1978-01-01,2016-12-31,,,,
