EmpCode,ContractType,EmployeeType,Unit,WorkPlace,DateStart,DateEnd,,,,
Z130040,001,101,Z9340,10016,2020-01-01,NULL,,,,
Z130043,002,201,ZRA2121,Z001126,2019-07-19,2019-09-06,,,,
Z130044,002,201,ZRA2121,NULL,2019-07-17,2019-10-21,,,,
Z130047,001,101,Z1210,10050,2020-01-01,NULL,,,,
Z130048,002,201,Z1210,Z001017,2020-07-01,2020-10-12,,,,
Z130049,013,201,ZV2211,10054,2022-07-11,2022-10-19,,,,
Z130050,NULL,NULL,ZRA0703,Z000082,1980-12-17,2002-02-20,,,,
Z130051,002,201,Z3220,Z001020,2015-04-08,2016-01-04,,,,
Z130052,002,201,Z3231,Z001017,2016-05-07,2016-06-03,,,,
Z130053,002,201,Z8211,Z001079,2017-05-09,2017-07-31,,,,
Z130055,NULL,201,Z1210,NULL,2016-05-18,2017-01-09,,,,
Z130057,002,201,Z8211,Z001021,2013-06-15,2013-09-30,,,,
Z130058,NULL,201,Z0293,NULL,2018-05-02,2018-12-27,,,,
Z130059,002,201,Z3210,Z001108,2018-06-20,2018-06-21,,,,
Z130060,001,101,Z1210,Z001017,1983-01-04,2016-09-30,,,,
Z130061,002,201,Z8211,Z001012,2017-07-22,2017-10-13,,,,
Z130062,001,101,Z3120,10015,2020-01-01,NULL,,,,
Z130063,002,201,Z8211,Z001021,2017-05-23,2017-05-30,,,,
Z130070,002,201,Z8211,Z001079,2019-05-15,2019-09-30,,,,
Z130090,001,101,Z9340,10151,2020-01-01,NULL,,,,
Z130095,,101,Z3700,Z001122,2007-04-10,2014-07-31,,,,
Z130096,001,101,Z0450,10074,2020-01-01,NULL,,,,
Z130098,002,201,Z1250,Z1725,2017-04-03,2017-12-20,,,,
Z130099,NULL,201,Z6330,NULL,2013-06-10,2013-10-04,,,,
Z130100,013,201,Z3700,10025,2023-04-05,NULL,,,,
Z130101,002,201,Z1220,Z001020,2013-07-01,2013-11-12,,,,
Z130103,002,201,ZRA2121,Z001126,2019-04-15,2019-12-13,,,,
Z130130,NULL,NULL,ZRA0402,Z,1976-06-06,2000-06-30,,,,
Z140007,002,201,Z2120,Z001730,2014-07-04,2014-11-14,,,,
Z140010,001,101,Z3700,10025,2020-01-01,NULL,,,,
Z140011,002,201,Z0297,Z001025,2017-06-29,2017-10-02,,,,
Z140012,NULL,201,Z9340,NULL,2014-04-05,2014-10-31,,,,
Z140013,NULL,201,Z3120,Z001127,2012-07-01,2012-11-07,,,,
Z140015,002,201,Z1120,Z001012,2017-04-18,2017-12-31,,,,
Z140016,002,201,Z3120,Z001012,2017-07-01,2017-07-05,,,,
Z140017,002,201,ZV1210,Z001021,2021-06-17,2021-10-20,,,,
Z140018,002,201,Z2210,Z001017,2019-05-15,2019-09-30,,,,
Z140019,002,201,ZRA5121,Z001126,2021-07-01,2021-09-22,,,,
Z140022,002,201,Z3210,Z001013,2014-06-16,2014-08-17,,,,
Z140023,002,,ZV1230,,2021-06-10,2021-10-07,,,,
Z140024,002,201,Z1120,Z001126,2018-06-08,2018-07-31,,,,
Z140025,002,201,ZRA1121,Z001126,2021-09-11,2021-11-04,,,,
Z140026,013,201,Z3120,10015,2022-05-09,2022-09-30,,,,
Z140027,013,201,Z1120,10015,2022-05-24,2022-06-18,,,,
Z140028,013,201,ZV2211,10003,2022-06-20,2022-10-17,,,,
Z140029,013,201,ZV112002,10015,2022-07-12,2022-12-29,,,,
Z140030,001,101,Z1410,10138,2020-01-01,NULL,,,,
Z140031,002,201,Z1210,Z001013,2013-06-03,2013-10-24,,,,
Z140032,002,201,Z8211,Z001017,2015-06-16,2015-06-16,,,,
Z140033,001,101,Z8211,10047,2022-04-01,NULL,,,,
Z140034,002,201,Z1220,Z001075,2018-03-12,2018-11-22,,,,
Z140035,002,201,ZRA5121,Z001126,2020-01-01,2020-01-31,,,,
Z140036,002,201,ZRA5121,Z001126,2019-06-06,2019-10-22,,,,
Z140037,002,201,Z2210,Z001017,2019-09-03,2019-09-05,,,,
Z140038,002,201,Z1220,Z001075,2021-06-28,2021-08-04,,,,
Z140039,013,201,Z1230,10034,2022-06-02,2022-08-05,,,,
Z140040,NULL,NULL,ZRA0402,Z000053,1972-07-01,2002-01-08,,,,
Z140041,013,201,Z3220,10031,2022-07-12,2022-07-21,,,,
Z140050,NULL,NULL,ZRA0803,Z,1965-04-01,2000-06-30,,,,
Z140060,NULL,NULL,ZRA1101,Z001085,1989-05-01,2003-03-31,,,,
Z140080,001,101,Z1410,10073,2020-01-01,NULL,,,,
Z140081,002,201,Z3120,Z001126,2018-04-03,2018-05-06,,,,
Z140090,001,101,Z0293,10132,2020-01-01,NULL,,,,
Z140091,013,201,Z1120,10015,2022-05-09,2022-06-15,,,,
Z140092,013,201,Z1220,10031,2023-05-02,2023-10-31,,,,
Z140110,001,101,Z8211,10050,2020-01-01,2022-07-27,,,,
Z140112,002,201,Z2210,Z001013,2013-04-27,2013-07-31,,,,
Z140113,002,201,Z1350,Z001139,2017-05-25,2017-10-09,,,,
Z140114,002,201,Z1220,Z001075,2016-07-12,2016-07-16,,,,
Z140115,NULL,201,Z8211,NULL,2016-07-14,2016-11-11,,,,
Z140116,002,201,Z7211,Z001021,2018-06-09,2018-07-21,,,,
Z140117,002,201,Z8211,Z001075,2018-07-04,2018-09-30,,,,
Z140120,001,101,Z0297,Z001051,1989-01-21,2015-11-30,,,,
Z140121,002,201,Z7211,Z001079,2017-06-17,2017-06-22,,,,
Z140123,002,201,Z8211,Z001108,2013-07-21,2013-09-30,,,,
Z140124,013,201,Z1220,10031,2023-04-28,2023-05-03,,,,
Z140125,002,201,Z8211,Z001126,2021-06-02,2021-06-05,,,,
Z140130,NULL,NULL,ZRA0151,Z,1973-08-01,1999-08-03,,,,
Z140230,,201,Z6330,Z001115,2012-04-27,2012-08-31,,,,
Z140231,002,201,ZRA1121,Z001126,2019-09-26,2019-11-11,,,,
Z140233,002,201,Z3120,Z001127,2014-05-26,2014-06-03,,,,
Z140234,002,201,ZV1210,Z001017,2018-06-08,2018-06-15,,,,
Z140235,002,201,Z1210,Z001017,2019-04-08,2019-11-30,,,,
Z140236,002,201,ZRA1121,Z001126,2019-10-01,2019-10-03,,,,
Z140237,002,201,ZRA3121,Z001126,2021-06-25,2021-09-30,,,,
Z140238,013,201,Z2210,10147,2023-04-12,NULL,,,,
Z140251,002,201,Z7211,Z001017,2018-08-07,2018-09-05,,,,
Z140256,002,201,Z8211,Z001020,2021-05-31,2021-10-05,,,,
Z140257,001,101,Z1110,10039,2021-05-01,NULL,,,,
Z140258,002,201,ZV1210,Z001108,2018-04-23,2018-07-28,,,,
Z140259,002,201,Z3210,Z001108,2018-06-20,2018-06-21,,,,
Z140260,002,201,ZV1210,Z001108,2019-01-14,2019-06-30,,,,
Z140264,,201,Z1210,Z001013,2012-06-12,2012-10-19,,,,
Z140265,NULL,201,Z1110,Z001063,2012-06-13,2012-10-10,,,,
Z140266,002,201,Z7211,Z001020,2014-06-20,2014-10-16,,,,
Z140267,002,201,Z7211,Z001075,2014-07-02,2014-07-02,,,,
Z140268,002,201,Z0297,Z001025,2015-06-03,2015-08-20,,,,
Z140269,002,201,Z3110,Z001018,2015-06-16,2015-11-03,,,,
Z140270,002,201,Z0293,Z001021,2016-07-03,2016-12-27,,,,
Z140271,002,201,ZRA1121,Z001126,2020-07-09,2020-09-28,,,,
Z140275,NULL,201,Z3120,Z001127,2012-04-10,2012-09-07,,,,
Z140276,,201,Z2110,Z001018,2012-06-22,2012-11-12,,,,
Z140277,002,201,Z1120,Z001012,2017-04-19,2018-02-28,,,,
Z140278,001,101,Z8211,10056,2020-01-01,NULL,,,,
Z140279,002,201,ZRA5121,Z001126,2021-09-01,2021-11-10,,,,
Z140283,002,201,Z1230,Z001017,2015-06-25,2015-08-20,,,,
Z140284,002,201,Z8211,Z001075,2017-05-25,2017-07-31,,,,
Z140440,001,101,Z1120,10015,2020-01-01,NULL,,,,
Z140441,001,101,Z0293,10020,2022-05-02,NULL,,,,
Z140442,002,201,Z1210,Z001013,2016-07-01,2016-09-06,,,,
Z140443,002,201,ZRA3121,Z001126,2021-07-03,2021-08-31,,,,
Z150005,002,201,Z0430,Z001017,2014-04-15,2015-02-04,,,,
Z150006,002,201,Z0293,Z001125,2019-05-23,2019-11-22,,,,
Z150008,002,201,Z3210,Z001108,2018-04-25,2018-06-14,,,,
Z150009,002,201,Z2120,Z001126,2018-09-05,2018-10-10,,,,
Z150010,NULL,NULL,ZRA1104,Z,1985-02-15,1999-03-31,,,,
Z150011,002,201,Z2120,Z001126,2018-09-05,2018-10-11,,,,
Z150020,003,101,Z0450,10077,2020-01-01,NULL,,,,
Z150021,002,201,Z8211,Z001075,2019-06-14,2019-06-14,,,,
Z150022,002,201,Z1220,Z001020,2020-07-14,2020-08-31,,,,
Z150024,013,201,ZV1230,10034,2022-05-20,2023-01-11,,,,
Z150030,NULL,NULL,ZRA0602,Z,1986-03-01,1999-04-01,,,,
Z150031,002,201,Z1120,Z001068,2021-06-25,2021-09-30,,,,
Z150040,NULL,NULL,ZRA1104,Z000011,1976-05-06,2001-11-30,,,,
Z150050,NULL,NULL,ZRA0603,Z,1975-06-01,1999-06-18,,,,
Z150060,NULL,NULL,ZRA1604,Z000147,1976-03-01,2002-11-06,,,,
Z150088,002,201,Z3210,10050,2022-05-02,NULL,,,,
Z150089,001,101,Z3700,Z001069,2020-01-01,2022-01-31,,,,
Z150090,NULL,NULL,ZRA1503,Z001085,1985-02-15,2006-06-02,,,,
Z150091,002,201,Z7211,Z001020,2017-05-04,2017-11-10,,,,
Z150092,NULL,201,Z2210,NULL,2017-05-04,2017-12-15,,,,
Z150093,002,201,Z3220,Z001021,2021-07-07,2021-08-28,,,,
Z150110,NULL,NULL,ZRA0111,Z001028,1983-06-20,2003-06-12,,,,
Z150126,002,201,Z1220,Z001075,2018-03-13,2018-03-27,,,,
Z150150,NULL,NULL,ZRA1104,Z,1989-05-01,2000-04-30,,,,
Z150160,NULL,NULL,ZRA0703,Z,1995-04-20,2000-09-27,,,,
Z150175,003,101,Z3410,10063,2020-01-01,NULL,,,,
Z150176,NULL,201,Z1120,Z001012,2012-03-28,2012-12-31,,,,
Z150177,NULL,201,Z1350,Z001127,2012-03-28,2012-05-20,,,,
Z150179,NULL,201,Z1220,Z001021,2012-06-26,2012-10-09,,,,
Z150180,001,101,Z1120,10026,2020-01-01,2022-05-31,,,,
Z150181,002,201,Z3220,Z001020,2014-09-04,2014-10-14,,,,
Z150182,002,201,Z7211,Z001017,2019-05-01,2019-08-06,,,,
Z150183,002,201,Z1120,Z001126,2021-07-02,2021-07-21,,,,
Z150184,013,201,ZV1210,10021,2022-05-17,2022-12-02,,,,
Z150185,013,201,Z1700,10015,2023-03-30,NULL,,,,
Z150186,013,201,Z2220,10023,2023-05-20,NULL,,,,
Z150187,013,201,Z2220,10031,2023-04-24,NULL,,,,
Z150188,013,201,Z1120,10015,2022-07-22,2022-10-31,,,,
Z150190,NULL,NULL,ZRA1357,Z,1964-05-01,1999-01-31,,,,
Z150220,001,101,Z1700,10025,2020-01-01,NULL,,,,
Z150225,002,201,Z1110,Z001023,2016-04-18,2016-10-12,,,,
Z150226,002,201,Z8211,Z001079,2017-05-18,2017-10-11,,,,
Z150230,,101,Z3210,Z001077,1973-05-23,2014-12-31,,,,
Z150235,003,101,Z0410,Z001722,2020-01-01,2020-08-15,,,,
Z150236,NULL,201,Z3700,NULL,2014-06-28,2014-12-01,,,,
Z150237,002,201,Z8211,Z001126,2018-05-30,2018-08-31,,,,
Z150238,002,201,Z8211,Z001126,2018-05-30,2018-08-31,,,,
Z150261,002,201,Z3220,Z001020,2019-04-08,2019-12-19,,,,
Z150262,NULL,201,Z8211,Z001020,2012-07-03,2012-09-24,,,,
Z150263,013,201,Z1210,10050,2023-04-18,2023-10-31,,,,
Z150269,001,101,Z1350,10037,2020-01-01,NULL,,,,
Z150270,NULL,NULL,Z0460,Z001007,1976-06-18,2011-12-31,,,,
Z150284,002,201,Z2120,Z001127,2015-06-13,2015-07-27,,,,
Z150285,002,201,Z7211,Z001020,2020-07-01,2020-10-06,,,,
Z150288,NULL,NULL,ZRA0603,Z001017,2007-12-27,2010-07-09,,,,
Z150290,001,101,Z1330,10008,2020-01-01,NULL,,,,
Z150291,002,201,Z312002,Z001126,2021-06-08,2021-11-05,,,,
Z150292,NULL,201,Z3120,NULL,2017-04-08,2018-02-09,,,,
Z150293,001,101,Z0293,10020,2020-01-01,NULL,,,,
Z150294,002,201,ZRA5121,Z001126,2020-01-01,2020-03-06,,,,
Z150295,013,201,Z2210,10050,2023-05-02,2023-10-31,,,,
Z150310,NULL,NULL,ZRA0302,Z,1971-11-01,1998-12-29,,,,
Z150320,,101,Z7211,Z001080,1986-01-06,2014-07-31,,,,
Z150321,002,201,Z3220,Z001075,2019-05-14,2019-09-30,,,,
Z150330,NULL,NULL,ZRA0703,Z000053,1984-01-21,2002-02-15,,,,
Z150340,001,101,Z1210,10050,2020-01-01,NULL,,,,
Z150341,002,201,Z9340,Z001127,2014-04-26,2014-10-23,,,,
Z150342,013,201,Z3120,10015,2022-05-23,2022-12-08,,,,
Z150343,013,201,Z2110,10039,2022-06-01,2022-11-14,,,,
Z150344,013,201,ZV1220,10003,2022-06-06,2022-07-31,,,,
Z150345,013,201,ZV112002,10015,2022-06-06,2022-07-13,,,,
Z150346,013,201,Z3120,10015,2022-07-28,2022-10-25,,,,
Z150350,001,101,Z3220,Z001073,1973-07-01,2015-12-31,,,,
Z150351,002,201,Z3220,Z001020,2014-05-20,2014-05-20,,,,
Z150352,002,201,Z8211,Z001079,2017-04-18,2017-09-30,,,,
Z150353,002,201,Z3210,Z001108,2018-05-05,2018-05-17,,,,
Z150354,002,201,ZRA3121,Z001012,2019-04-08,2019-12-11,,,,
Z150355,001,101,Z0700,10036,2020-01-01,NULL,,,,
Z150356,002,201,Z3210,Z001017,2015-04-21,2015-09-30,,,,
Z150357,002,201,Z8211,Z001127,2014-04-22,2014-04-25,,,,
Z150358,002,201,Z1350,Z001139,2017-04-27,2017-10-27,,,,
Z150359,002,201,Z2220,Z001020,2019-06-04,2019-10-15,,,,
Z150360,013,201,Z1220,10031,2022-06-02,2022-10-26,,,,
Z150370,NULL,NULL,ZRA1604,Z000048,1980-12-18,2002-08-23,,,,
Z150400,001,101,Z1120,10009,2020-01-01,NULL,,,,
Z150401,002,201,Z9340,Z001072,2014-08-06,2014-08-31,,,,
Z150402,013,201,Z5120,10026,2023-03-15,NULL,,,,
Z150403,002,201,Z3120,Z001012,2017-04-19,2017-04-21,,,,
Z150405,013,201,Z2120,10007,2023-05-02,2023-10-31,,,,
Z150406,013,201,Z3700,10025,2023-05-02,NULL,,,,
Z150407,013,201,Z3210,10050,2023-05-08,NULL,,,,
Z150408,002,201,Z0297,Z001025,2018-06-19,2018-11-30,,,,
Z150409,002,201,Z3220,Z001020,2021-06-21,2021-10-31,,,,
Z150410,NULL,NULL,ZRA1003,Z000029,1994-05-28,2004-04-01,,,,
Z150411,002,201,ZRA5121,Z001012,2019-04-02,2019-10-22,,,,
Z150412,001,101,Z1220,Z001020,2020-01-01,2020-12-31,,,,
Z150419,002,201,Z1120,Z001012,2014-04-11,2014-06-20,,,,
Z150420,NULL,201,Z8211,Z001127,2012-07-01,2012-08-08,,,,
Z150421,002,201,Z6330,Z001115,2017-06-01,2017-11-07,,,,
Z150422,002,201,Z1350,Z001139,2017-04-26,2017-10-24,,,,
Z150423,013,201,Z2110,Z001018,2023-05-23,NULL,,,,
Z150424,002,201,ZV1700,Z1727,2018-04-23,2018-07-18,,,,
Z150425,002,201,ZRA3121,Z001126,2019-04-25,2019-10-31,,,,
Z150426,002,201,Z3210,Z001017,2021-07-15,2021-09-30,,,,
Z150427,002,201,Z3210,Z001017,2019-04-27,2019-06-26,,,,
Z150428,002,201,Z1210,Z001017,2021-05-31,2021-10-31,,,,
Z150430,002,201,Z1220,Z001020,2016-05-23,2016-07-17,,,,
Z150431,002,201,Z7211,Z001075,2016-07-05,2016-07-06,,,,
Z150432,NULL,201,Z1220,NULL,2017-04-26,2017-12-14,,,,
Z150433,NULL,201,Z2210,NULL,2018-05-14,2018-11-13,,,,
Z150434,002,201,Z1210,Z001108,2021-06-05,2021-10-21,,,,
Z150435,013,201,ZV1120,10015,2022-05-04,2023-02-06,,,,
Z150436,002,201,Z1120,Z001068,2016-05-17,2016-08-05,,,,
Z150438,002,201,Z2700,Z001068,2013-06-03,2013-10-25,,,,
Z150440,NULL,NULL,ZRA0602,Z000096,1992-07-01,2002-01-31,,,,
Z150444,001,101,Z8211,10040,2020-01-01,NULL,,,,
Z150448,002,201,Z3231,Z001079,2016-04-14,2016-11-20,,,,
Z150450,002,201,Z1120,Z001126,2019-05-17,2020-01-10,,,,
Z150454,001,101,Z3120,10135,2020-01-01,NULL,,,,
Z150457,NULL,201,Z2700,NULL,2014-07-02,2014-10-17,,,,
Z150460,NULL,NULL,ZRA0602,Z001012,1988-02-01,2007-12-27,,,,
Z150461,001,101,Z1120,10072,2020-01-01,NULL,,,,
Z150464,001,101,Z2220,10123,2020-01-01,NULL,,,,
Z150465,001,101,Z1700,10025,2020-01-01,NULL,,,,
Z150471,NULL,201,Z2220,Z001075,2012-06-23,2012-10-23,,,,
Z150473,001,101,Z3120,10015,2020-01-01,2022-05-31,,,,
Z150474,002,201,Z1220,Z001075,2013-05-31,2013-11-12,,,,
Z150476,002,201,Z3220,Z001020,2021-07-02,2021-09-03,,,,
Z150478,NULL,201,Z1120,Z001127,2012-03-28,2012-09-30,,,,
Z150479,NULL,201,Z3220,NULL,2015-04-24,2016-01-12,,,,
Z150480,NULL,201,Z2220,Z001020,2012-07-01,2012-10-09,,,,
Z150481,013,201,Z1220,10031,2023-04-01,NULL,,,,
Z150482,002,201,Z3210,Z001108,2013-05-20,2013-10-15,,,,
Z150486,NULL,201,Z2110,Z001018,2012-06-23,2012-10-26,,,,
Z150487,002,201,Z3120,Z001012,2014-08-30,2014-09-10,,,,
Z150488,002,201,Z2110,Z001023,2017-06-05,2017-07-31,,,,
Z150489,002,201,Z1120,Z001127,2013-10-01,2013-11-07,,,,
Z150490,NULL,NULL,ZRA0503,Z000053,1979-01-15,2002-02-15,,,,
Z150491,002,201,Z0470,Z001050,2017-06-16,2017-10-11,,,,
Z150492,002,201,Z1220,Z001020,2015-01-01,2015-04-08,,,,
Z150493,002,201,Z1350,Z001139,2015-08-01,2015-09-04,,,,
Z150494,002,201,Z3120,Z001126,2017-03-20,2017-08-24,,,,
Z150495,002,201,Z1220,Z001075,2016-06-01,2016-07-04,,,,
Z150496,002,201,Z3231,NULL,2018-04-26,2018-12-19,,,,
Z150497,002,201,Z8211,Z001079,2016-06-09,2016-08-20,,,,
Z150498,002,201,Z3120,Z001065,2017-03-20,2017-06-02,,,,
Z150499,002,201,Z3210,Z001108,2017-06-23,2017-08-31,,,,
Z150500,NULL,NULL,ZRA0191,Z000096,2001-05-06,2002-06-30,,,,
Z150501,002,201,Z7211,Z001013,2015-06-19,2015-08-17,,,,
Z150502,002,201,Z2230,Z001017,2016-06-28,2016-12-31,,,,
Z150503,NULL,201,Z7211,NULL,2015-07-23,2015-10-31,,,,
Z150504,001,101,ZV1390,10009,2020-01-01,2022-12-31,,,,
Z150505,002,201,Z3120,Z001126,2018-04-03,2018-05-06,,,,
Z150506,002,201,ZV1120,Z001012,2018-04-09,2018-05-29,,,,
Z150507,002,201,Z7211,Z001075,2018-05-10,2018-07-28,,,,
Z150508,002,201,Z1350,Z001136,2018-05-29,2018-06-18,,,,
Z150509,002,201,Z2210,Z001017,2018-06-05,2018-10-04,,,,
Z150510,NULL,NULL,ZRA0504,Z001072,1979-04-23,2004-06-03,,,,
Z150511,002,801,Z1220,Z001075,2019-04-02,2019-11-08,,,,
Z150512,002,201,ZV1120,NULL,2018-06-18,2018-12-20,,,,
Z150513,002,201,ZV1210,Z001108,2019-05-24,2019-11-07,,,,
Z150514,002,201,Z8211,Z001126,2019-07-08,2019-09-19,,,,
Z150515,002,201,Z8211,Z001020,2019-07-23,2019-09-30,,,,
Z150518,013,201,Z1350,10037,2023-05-04,2023-10-31,,,,
Z150519,002,201,Z8211,Z001079,2021-06-25,2021-09-30,,,,
Z150520,NULL,NULL,ZRA0302,Z,1983-12-20,1998-10-26,,,,
Z150521,002,201,Z1350,Z001136,2018-04-23,2018-05-31,,,,
Z150522,002,201,ZV1700,Z1727,2019-03-27,2019-08-01,,,,
Z150523,002,201,Z1220,Z001075,2019-04-02,2019-04-29,,,,
Z150524,013,201,ZV1232,10054,2022-06-02,2022-11-24,,,,
Z150525,013,201,ZV2211,10040,2022-04-08,2022-10-31,,,,
Z150526,013,201,Z3120,10015,2022-06-03,2022-12-02,,,,
Z150530,001,101,Z2700,Z001069,1978-06-16,2019-09-17,,,,
Z150531,002,201,Z1220,Z001075,2017-07-05,2017-07-10,,,,
Z150532,002,201,Z1110,Z001730,2016-05-16,2017-02-13,,,,
Z150533,002,201,Z2120,Z001012,2017-05-25,2017-06-04,,,,
Z150534,002,201,Z1220,Z001020,2018-03-13,2018-03-27,,,,
Z150535,002,201,Z1110,Z001011,2021-05-31,2021-11-24,,,,
Z150536,002,201,Z8211,Z001108,2019-07-01,2019-08-31,,,,
Z150537,013,201,Z2120,10015,2022-07-09,2022-10-31,,,,
Z150550,013,201,ZV1700,10025,2022-05-03,2023-02-14,,,,
Z150580,NULL,NULL,ZRA0804,Z,1974-09-19,1998-09-17,,,,
Z150581,NULL,201,Z3700,NULL,2016-04-28,2016-12-05,,,,
Z150582,002,201,Z8211,Z001079,2015-05-20,2015-08-17,,,,
Z150583,002,201,Z1110,Z001018,2017-06-18,2017-10-26,,,,
Z150590,NULL,NULL,ZRA1201,Z,1987-06-05,1998-11-30,,,,
Z150610,NULL,NULL,ZRA1215,Z000116,1980-03-11,2002-02-28,,,,
Z150611,NULL,NULL,ZRA0504,Z001097,2000-04-15,2006-08-28,,,,
Z150612,003,101,Z0500,Z001029,2001-05-04,2014-08-17,,,,
Z150613,002,201,ZRA8010,Z001014,2013-05-27,2013-06-24,,,,
Z150614,002,201,,Z001058,2013-06-19,2013-10-16,,,,
Z150615,002,201,Z8211,Z001075,2015-06-24,2015-07-21,,,,
Z150640,001,101,Z0470,Z001050,1994-05-28,2017-12-31,,,,
Z150650,002,201,ZV1210,Z001065,2020-08-10,2020-08-31,,,,
Z150660,NULL,NULL,ZRA1003,Z,1999-06-18,2000-04-30,,,,
Z150668,002,201,Z8211,Z001127,2014-04-28,2014-04-29,,,,
Z150670,,101,Z0460,Z001012,1985-02-15,2014-12-31,,,,
Z150710,001,101,Z5110,10027,2020-01-01,NULL,,,,
Z150711,001,101,Z1220,Z001020,2017-04-03,2019-02-26,,,,
Z150720,,,ZRA1347,Z,1985-05-28,1999-06-02,,,,
Z150721,002,201,ZRA3121,Z001126,2019-04-16,2020-02-03,,,,
Z150722,002,,ZRA1121,,2021-06-05,2022-01-05,,,,
Z150723,002,201,Z8211,Z10050,2021-06-30,2021-08-28,,,,
Z150724,002,201,Z3220,Z001012,2021-07-07,2021-09-30,,,,
Z150750,,,ZRA1327,Z000150,1983-12-21,2001-08-18,,,,
Z150755,,,ZRA0602,Z,1995-07-11,1999-01-31,,,,
Z150860,002,201,Z9340,Z001012,2016-03-21,2016-04-12,,,,
Z150861,NULL,201,Z6330,Z001115,2012-06-20,2012-10-12,,,,
Z150862,002,201,Z3231,Z001017,2015-04-20,2015-12-28,,,,
Z150863,002,201,Z1220,Z001075,2013-04-17,2013-12-24,,,,
Z150864,001,101,Z1110,10039,2022-05-01,NULL,,,,
Z150866,013,201,Z3220,10031,2023-05-12,NULL,,,,
Z150868,013,201,ZV1120,10015,2022-05-11,2023-01-10,,,,
Z150883,013,201,Z3220,10031,2022-08-02,2022-10-31,,,,
Z150900,001,101,Z1230,10044,2022-05-02,NULL,,,,
Z155124,002,201,Z3220,Z001021,2019-04-09,2019-12-31,,,,
Z155125,002,201,ZRA1121,Z001126,2019-09-03,2019-10-31,,,,
Z155126,002,201,Z1700,Z001068,2019-09-03,2019-10-22,,,,
Z160010,NULL,NULL,ZRA0703,Z000151,1985-05-17,2002-03-01,,,,
Z160029,013,201,Z1350,10037,2022-07-01,2022-09-15,,,,
Z160030,002,201,ZRA1121,Z001126,2019-04-08,2019-10-07,,,,
Z160031,002,201,ZRA3121,Z001126,2021-06-10,2021-08-25,,,,
Z160032,013,201,Z8211,10034,2023-05-05,NULL,,,,
Z160040,NULL,201,Z2220,Z001021,2012-06-23,2012-10-17,,,,
Z160041,002,201,Z6232,Z001127,2015-04-22,2015-11-20,,,,
Z160042,002,201,Z3120,Z001126,2015-05-08,2015-11-23,,,,
Z160043,002,201,Z1350,Z001139,2016-07-03,2016-09-08,,,,
Z160044,002,201,Z1120,Z001012,2018-03-12,2018-03-28,,,,
Z160045,002,201,ZV1700,Z1727,2019-05-02,2019-10-31,,,,
Z160050,001,101,Z2120,10135,2020-01-01,NULL,,,,
Z160051,002,201,Z3120,Z001127,2014-07-10,2014-09-10,,,,
Z160060,NULL,NULL,ZRA0302,Z,1985-02-15,1999-07-08,,,,
Z160061,002,201,Z1350,Z001136,2018-06-07,2018-09-13,,,,
Z160070,NULL,NULL,ZRA0702,Z000160,1985-02-15,2001-12-30,,,,
Z160170,013,201,B2210,10050,2023-04-27,2023-10-07,,,,
Z160180,NULL,201,Z1120,NULL,2014-04-12,2015-02-11,,,,
Z160183,002,201,Z3220,Z001075,2014-06-05,2014-06-24,,,,
Z160184,002,201,Z3220,Z001020,2021-07-04,2021-10-08,,,,
Z160185,013,201,Z8211,10048,2022-05-27,2022-09-23,,,,
Z160192,NULL,201,Z1210,NULL,2013-06-03,2013-10-18,,,,
Z160195,NULL,201,Z3220,Z001020,2012-06-30,2012-07-10,,,,
Z160196,013,201,ZV1220,10123,2021-05-19,2023-02-28,,,,
Z160197,002,201,Z1120,Z001126,2021-09-01,2021-09-06,,,,
Z160200,002,201,Z1220,Z001075,2020-07-06,2020-09-28,,,,
Z160211,002,201,Z3220,Z001073,2018-06-07,2018-10-24,,,,
Z160213,002,201,Z8211,Z001079,2019-04-16,2019-06-10,,,,
Z160215,002,201,Z3110,Z001023,2019-04-26,2019-04-30,,,,
Z160216,002,801,Z1220,Z001075,2019-07-03,2019-12-05,,,,
Z160217,002,201,Z1210,Z001108,2021-06-18,2021-08-17,,,,
Z160312,002,201,Z1120,Z001127,2015-05-12,2015-05-17,,,,
Z160313,002,201,Z1120,Z001068,2016-04-22,2016-05-17,,,,
Z160314,002,201,Z8211,Z001020,2018-04-10,2018-04-17,,,,
Z160315,002,201,Z9340,Z001738,2020-06-08,2020-10-29,,,,
Z160330,NULL,201,Z8211,NULL,2016-04-26,2016-12-02,,,,
Z160331,002,201,Z8211,Z001075,2013-06-14,2013-06-19,,,,
Z160332,002,201,Z6232,Z001127,2013-06-14,2013-10-16,,,,
Z160333,002,201,ZRA3121,Z001126,2021-06-24,2021-08-15,,,,
Z160351,002,201,Z1350,Z001127,2016-05-02,2016-05-31,,,,
Z160352,002,201,Z8211,Z001017,2018-04-10,2018-06-13,,,,
Z160353,002,801,Z8211,Z001075,2020-07-03,2020-10-07,,,,
Z160401,002,201,Z9340,Z001017,2017-04-06,2017-12-31,,,,
Z160402,001,101,Z0430,Z001035,2016-06-17,2016-09-27,,,,
Z160403,002,201,Z3700,Z001068,2017-07-13,2017-10-11,,,,
Z160504,013,201,Z1220,10023,2022-06-23,2022-11-10,,,,
Z170010,002,201,Z3120,Z001012,2017-05-16,2017-08-23,,,,
Z170080,001,101,Z3220,Z001020,2020-01-01,2020-06-30,,,,
